product_id,url,name,sku,price,category_name
100227,https://www.glamira.co.uk/catalog/product/view/id/100227,Wedding Ring Fantastic Core 8 mm,FCW-005-8,2240.000000,Wedding Rings
100221,https://www.glamira.co.uk/catalog/product/view/id/100221,Fantastic Bright Ribbon 10 mm,FCW-004-10,2871.000000,
100231,https://www.glamira.co.uk/catalog/product/view/id/100231,Men's Ring Fantastic Core 10 mm,FCW-005-10M,1539.000000,
100228,https://www.glamira.co.uk/catalog/product/view/id/100228,Men's Wedding Ring Fantastic Core 8 mm,FCW-005-8M,1183.000000,Men’s Wedding Rings
100235,https://www.glamira.co.uk/catalog/product/view/id/100235,Women's Ring Fantastic Music 10 mm,FCW-006-10W,1333.000000,
100230,https://www.glamira.co.uk/catalog/product/view/id/100230,Fantastic Core 10 mm,FCW-005-10,2890.000000,
100233,https://www.glamira.co.uk/catalog/product/view/id/100233,Fantastic Music 10 mm,FCW-006-10,2742.000000,
100232,https://www.glamira.co.uk/catalog/product/view/id/100232,Women's Ring Fantastic Core 10 mm,FCW-005-10W,1351.000000,
100234,https://www.glamira.co.uk/catalog/product/view/id/100234,Men's Ring Fantastic Music 10 mm,FCW-006-10M,1409.000000,
100237,https://www.glamira.co.uk/catalog/product/view/id/100237,Men's Wedding Ring Fantastic Ribbon 5 mm,FCW-007-5M,781.000000,Men’s Wedding Rings
100238,https://www.glamira.co.uk/catalog/product/view/id/100238,Women's Wedding Ring Fantastic Ribbon 5 mm,FCW-007-5W,739.000000,Women’s Wedding Rings
